#   8Li + 208Pb elastic scattering Elab=31 Mev
# --------- Optical Potential ---------  
#     r(fm)       V(MeV)       W(MeV)
      14.81        23.7972     0.0000E+00
      14.82        23.7826     0.0000E+00
      14.83        23.7679     0.0000E+00
      14.84        23.7533     0.0000E+00
      14.85        23.7387     0.0000E+00
      14.86        23.7241     0.0000E+00
      14.87        23.7095     0.0000E+00
      14.88        23.6948     0.0000E+00
      14.89        23.6802     0.0000E+00
      14.90        23.6656     0.0000E+00
      14.91        23.6510     0.0000E+00
      14.92        23.6364     0.0000E+00
      14.93        23.6218     0.0000E+00
      14.94        23.6073     0.0000E+00
      14.95        23.5927     0.0000E+00
      14.96        23.5781     0.0000E+00
      14.97        23.5635     0.0000E+00
      14.98        23.5490     0.0000E+00
      14.99        23.5344     0.0000E+00
      15.00        23.5199     0.0000E+00
      15.01        23.5053     0.0000E+00
      15.02        23.4908     0.0000E+00
      15.03        23.4762     0.0000E+00
      15.04        23.4617     0.0000E+00
      15.05        23.4472     0.0000E+00
      15.06        23.4327     0.0000E+00
      15.07        23.4182     0.0000E+00
      15.08        23.4037     0.0000E+00
      15.09        23.3892     0.0000E+00
      15.10        23.3747     0.0000E+00
      15.11        23.3602     0.0000E+00
      15.12        23.3457     0.0000E+00
      15.13        23.3313     0.0000E+00
      15.14        23.3168     0.0000E+00
      15.15        23.3024     0.0000E+00
      15.16        23.2879     0.0000E+00
      15.17        23.2735     0.0000E+00
      15.18        23.2591     0.0000E+00
      15.19        23.2447     0.0000E+00
      15.20        23.2303     0.0000E+00
      15.21        23.2159     0.0000E+00
      15.22        23.2015     0.0000E+00
      15.23        23.1871     0.0000E+00
      15.24        23.1727     0.0000E+00
      15.25        23.1584     0.0000E+00
      15.26        23.1440     0.0000E+00
      15.27        23.1297     0.0000E+00
      15.28        23.1153     0.0000E+00
      15.29        23.1010     0.0000E+00
      15.30        23.0867     0.0000E+00
      15.31        23.0724     0.0000E+00
      15.32        23.0581     0.0000E+00
      15.33        23.0438     0.0000E+00
      15.34        23.0295     0.0000E+00
      15.35        23.0152     0.0000E+00
      15.36        23.0010     0.0000E+00
      15.37        22.9867     0.0000E+00
      15.38        22.9725     0.0000E+00
      15.39        22.9583     0.0000E+00
      15.40        22.9441     0.0000E+00
      15.41        22.9298     0.0000E+00
      15.42        22.9157     0.0000E+00
      15.43        22.9015     0.0000E+00
      15.44        22.8873     0.0000E+00
      15.45        22.8731     0.0000E+00
      15.46        22.8590     0.0000E+00
      15.47        22.8448     0.0000E+00
      15.48        22.8307     0.0000E+00
      15.49        22.8166     0.0000E+00
      15.50        22.8025     0.0000E+00
      15.51        22.7884     0.0000E+00
      15.52        22.7743     0.0000E+00
      15.53        22.7602     0.0000E+00
      15.54        22.7461     0.0000E+00
      15.55        22.7321     0.0000E+00
      15.56        22.7180     0.0000E+00
      15.57        22.7040     0.0000E+00
      15.58        22.6900     0.0000E+00
      15.59        22.6760     0.0000E+00
      15.60        22.6620     0.0000E+00
      15.61        22.6480     0.0000E+00
      15.62        22.6340     0.0000E+00
      15.63        22.6201     0.0000E+00
      15.64        22.6061     0.0000E+00
      15.65        22.5922     0.0000E+00
      15.66        22.5782     0.0000E+00
      15.67        22.5643     0.0000E+00
      15.68        22.5504     0.0000E+00
      15.69        22.5365     0.0000E+00
      15.70        22.5227     0.0000E+00
      15.71        22.5088     0.0000E+00
      15.72        22.4949     0.0000E+00
      15.73        22.4811     0.0000E+00
      15.74        22.4673     0.0000E+00
      15.75        22.4534     0.0000E+00
      15.76        22.4396     0.0000E+00
      15.77        22.4258     0.0000E+00
      15.78        22.4121     0.0000E+00
      15.79        22.3983     0.0000E+00
      15.80        22.3845     0.0000E+00
      15.81        22.3708     0.0000E+00
      15.82        22.3571     0.0000E+00
      15.83        22.3433     0.0000E+00
      15.84        22.3296     0.0000E+00
      15.85        22.3159     0.0000E+00
      15.86        22.3023     0.0000E+00
      15.87        22.2886     0.0000E+00
      15.88        22.2749     0.0000E+00
      15.89        22.2613     0.0000E+00
      15.90        22.2477     0.0000E+00
      15.91        22.2340     0.0000E+00
      15.92        22.2204     0.0000E+00
      15.93        22.2068     0.0000E+00
      15.94        22.1933     0.0000E+00
      15.95        22.1797     0.0000E+00
      15.96        22.1662     0.0000E+00
      15.97        22.1526     0.0000E+00
      15.98        22.1391     0.0000E+00
      15.99        22.1256     0.0000E+00
      16.00        22.1121     0.0000E+00
      16.01        22.0986     0.0000E+00
      16.02        22.0851     0.0000E+00
      16.03        22.0716     0.0000E+00
      16.04        22.0582     0.0000E+00
      16.05        22.0448     0.0000E+00
      16.06        22.0313     0.0000E+00
      16.07        22.0179     0.0000E+00
      16.08        22.0045     0.0000E+00
      16.09        21.9911     0.0000E+00
      16.10        21.9778     0.0000E+00
      16.11        21.9644     0.0000E+00
      16.12        21.9511     0.0000E+00
      16.13        21.9377     0.0000E+00
      16.14        21.9244     0.0000E+00
      16.15        21.9111     0.0000E+00
      16.16        21.8978     0.0000E+00
      16.17        21.8846     0.0000E+00
      16.18        21.8713     0.0000E+00
      16.19        21.8580     0.0000E+00
      16.20        21.8448     0.0000E+00
      16.21        21.8316     0.0000E+00
      16.22        21.8184     0.0000E+00
      16.23        21.8052     0.0000E+00
      16.24        21.7920     0.0000E+00
      16.25        21.7788     0.0000E+00
      16.26        21.7657     0.0000E+00
      16.27        21.7525     0.0000E+00
      16.28        21.7394     0.0000E+00
      16.29        21.7263     0.0000E+00
      16.30        21.7132     0.0000E+00
      16.31        21.7001     0.0000E+00
      16.32        21.6870     0.0000E+00
      16.33        21.6739     0.0000E+00
      16.34        21.6609     0.0000E+00
      16.35        21.6478     0.0000E+00
      16.36        21.6348     0.0000E+00
      16.37        21.6218     0.0000E+00
      16.38        21.6088     0.0000E+00
      16.39        21.5958     0.0000E+00
      16.40        21.5829     0.0000E+00
      16.41        21.5699     0.0000E+00
      16.42        21.5570     0.0000E+00
      16.43        21.5440     0.0000E+00
      16.44        21.5311     0.0000E+00
      16.45        21.5182     0.0000E+00
      16.46        21.5053     0.0000E+00
      16.47        21.4925     0.0000E+00
      16.48        21.4796     0.0000E+00
      16.49        21.4667     0.0000E+00
      16.50        21.4539     0.0000E+00
      16.51        21.4411     0.0000E+00
      16.52        21.4283     0.0000E+00
      16.53        21.4155     0.0000E+00
      16.54        21.4027     0.0000E+00
      16.55        21.3899     0.0000E+00
      16.56        21.3772     0.0000E+00
      16.57        21.3644     0.0000E+00
      16.58        21.3517     0.0000E+00
      16.59        21.3390     0.0000E+00
      16.60        21.3263     0.0000E+00
      16.61        21.3136     0.0000E+00
      16.62        21.3009     0.0000E+00
      16.63        21.2883     0.0000E+00
      16.64        21.2756     0.0000E+00
      16.65        21.2630     0.0000E+00
      16.66        21.2504     0.0000E+00
      16.67        21.2378     0.0000E+00
      16.68        21.2252     0.0000E+00
      16.69        21.2126     0.0000E+00
      16.70        21.2000     0.0000E+00
      16.71        21.1875     0.0000E+00
      16.72        21.1750     0.0000E+00
      16.73        21.1624     0.0000E+00
      16.74        21.1499     0.0000E+00
      16.75        21.1374     0.0000E+00
      16.76        21.1249     0.0000E+00
      16.77        21.1125     0.0000E+00
      16.78        21.1000     0.0000E+00
      16.79        21.0876     0.0000E+00
      16.80        21.0751     0.0000E+00
      16.81        21.0627     0.0000E+00
      16.82        21.0503     0.0000E+00
      16.83        21.0379     0.0000E+00
      16.84        21.0255     0.0000E+00
      16.85        21.0132     0.0000E+00
      16.86        21.0008     0.0000E+00
      16.87        20.9885     0.0000E+00
      16.88        20.9762     0.0000E+00
      16.89        20.9638     0.0000E+00
      16.90        20.9515     0.0000E+00
      16.91        20.9393     0.0000E+00
      16.92        20.9270     0.0000E+00
      16.93        20.9147     0.0000E+00
      16.94        20.9025     0.0000E+00
      16.95        20.8903     0.0000E+00
      16.96        20.8780     0.0000E+00
      16.97        20.8658     0.0000E+00
      16.98        20.8536     0.0000E+00
      16.99        20.8415     0.0000E+00
      17.00        20.8293     0.0000E+00
      17.01        20.8171     0.0000E+00
      17.02        20.8050     0.0000E+00
      17.03        20.7929     0.0000E+00
      17.04        20.7808     0.0000E+00
      17.05        20.7687     0.0000E+00
      17.06        20.7566     0.0000E+00
      17.07        20.7445     0.0000E+00
      17.08        20.7324     0.0000E+00
      17.09        20.7204     0.0000E+00
      17.10        20.7084     0.0000E+00
      17.11        20.6963     0.0000E+00
      17.12        20.6843     0.0000E+00
      17.13        20.6723     0.0000E+00
      17.14        20.6604     0.0000E+00
      17.15        20.6484     0.0000E+00
      17.16        20.6364     0.0000E+00
      17.17        20.6245     0.0000E+00
      17.18        20.6126     0.0000E+00
      17.19        20.6006     0.0000E+00
      17.20        20.5887     0.0000E+00
      17.21        20.5768     0.0000E+00
      17.22        20.5650     0.0000E+00
      17.23        20.5531     0.0000E+00
      17.24        20.5413     0.0000E+00
      17.25        20.5294     0.0000E+00
      17.26        20.5176     0.0000E+00
      17.27        20.5058     0.0000E+00
      17.28        20.4940     0.0000E+00
      17.29        20.4822     0.0000E+00
      17.30        20.4704     0.0000E+00
      17.31        20.4586     0.0000E+00
      17.32        20.4469     0.0000E+00
      17.33        20.4352     0.0000E+00
      17.34        20.4234     0.0000E+00
      17.35        20.4117     0.0000E+00
      17.36        20.4000     0.0000E+00
      17.37        20.3883     0.0000E+00
      17.38        20.3767     0.0000E+00
      17.39        20.3650     0.0000E+00
      17.40        20.3534     0.0000E+00
      17.41        20.3417     0.0000E+00
      17.42        20.3301     0.0000E+00
      17.43        20.3185     0.0000E+00
      17.44        20.3069     0.0000E+00
      17.45        20.2953     0.0000E+00
      17.46        20.2838     0.0000E+00
      17.47        20.2722     0.0000E+00
      17.48        20.2606     0.0000E+00
      17.49        20.2491     0.0000E+00
      17.50        20.2376     0.0000E+00
      17.51        20.2261     0.0000E+00
      17.52        20.2146     0.0000E+00
      17.53        20.2031     0.0000E+00
      17.54        20.1916     0.0000E+00
      17.55        20.1802     0.0000E+00
      17.56        20.1687     0.0000E+00
      17.57        20.1573     0.0000E+00
      17.58        20.1459     0.0000E+00
      17.59        20.1345     0.0000E+00
      17.60        20.1231     0.0000E+00
      17.61        20.1117     0.0000E+00
      17.62        20.1003     0.0000E+00
      17.63        20.0890     0.0000E+00
      17.64        20.0776     0.0000E+00
      17.65        20.0663     0.0000E+00
      17.66        20.0550     0.0000E+00
      17.67        20.0437     0.0000E+00
      17.68        20.0324     0.0000E+00
      17.69        20.0211     0.0000E+00
      17.70        20.0098     0.0000E+00
      17.71        19.9985     0.0000E+00
      17.72        19.9873     0.0000E+00
      17.73        19.9761     0.0000E+00
      17.74        19.9648     0.0000E+00
      17.75        19.9536     0.0000E+00
      17.76        19.9424     0.0000E+00
      17.77        19.9312     0.0000E+00
      17.78        19.9201     0.0000E+00
      17.79        19.9089     0.0000E+00
      17.80        19.8978     0.0000E+00
      17.81        19.8866     0.0000E+00
      17.82        19.8755     0.0000E+00
      17.83        19.8644     0.0000E+00
      17.84        19.8533     0.0000E+00
      17.85        19.8422     0.0000E+00
      17.86        19.8311     0.0000E+00
      17.87        19.8200     0.0000E+00
      17.88        19.8090     0.0000E+00
      17.89        19.7979     0.0000E+00
      17.90        19.7869     0.0000E+00
      17.91        19.7759     0.0000E+00
      17.92        19.7649     0.0000E+00
      17.93        19.7539     0.0000E+00
      17.94        19.7429     0.0000E+00
      17.95        19.7319     0.0000E+00
      17.96        19.7210     0.0000E+00
      17.97        19.7100     0.0000E+00
      17.98        19.6991     0.0000E+00
      17.99        19.6882     0.0000E+00
      18.00        19.6773     0.0000E+00
      18.01        19.6664     0.0000E+00
      18.02        19.6555     0.0000E+00
      18.03        19.6446     0.0000E+00
      18.04        19.6337     0.0000E+00
      18.05        19.6229     0.0000E+00
      18.06        19.6121     0.0000E+00
      18.07        19.6012     0.0000E+00
      18.08        19.5904     0.0000E+00
      18.09        19.5796     0.0000E+00
      18.10        19.5688     0.0000E+00
      18.11        19.5580     0.0000E+00
      18.12        19.5473     0.0000E+00
      18.13        19.5365     0.0000E+00
      18.14        19.5258     0.0000E+00
      18.15        19.5150     0.0000E+00
      18.16        19.5043     0.0000E+00
      18.17        19.4936     0.0000E+00
      18.18        19.4829     0.0000E+00
      18.19        19.4722     0.0000E+00
      18.20        19.4615     0.0000E+00
      18.21        19.4508     0.0000E+00
      18.22        19.4402     0.0000E+00
      18.23        19.4295     0.0000E+00
      18.24        19.4189     0.0000E+00
      18.25        19.4083     0.0000E+00
      18.26        19.3977     0.0000E+00
      18.27        19.3871     0.0000E+00
      18.28        19.3765     0.0000E+00
      18.29        19.3659     0.0000E+00
      18.30        19.3554     0.0000E+00
      18.31        19.3448     0.0000E+00
      18.32        19.3343     0.0000E+00
      18.33        19.3237     0.0000E+00
      18.34        19.3132     0.0000E+00
      18.35        19.3027     0.0000E+00
      18.36        19.2922     0.0000E+00
      18.37        19.2817     0.0000E+00
      18.38        19.2713     0.0000E+00
      18.39        19.2608     0.0000E+00
      18.40        19.2503     0.0000E+00
      18.41        19.2399     0.0000E+00
      18.42        19.2295     0.0000E+00
      18.43        19.2191     0.0000E+00
      18.44        19.2087     0.0000E+00
      18.45        19.1983     0.0000E+00
      18.46        19.1879     0.0000E+00
      18.47        19.1775     0.0000E+00
      18.48        19.1671     0.0000E+00
      18.49        19.1568     0.0000E+00
      18.50        19.1464     0.0000E+00
      18.51        19.1361     0.0000E+00
      18.52        19.1258     0.0000E+00
      18.53        19.1155     0.0000E+00
      18.54        19.1052     0.0000E+00
      18.55        19.0949     0.0000E+00
      18.56        19.0846     0.0000E+00
      18.57        19.0744     0.0000E+00
      18.58        19.0641     0.0000E+00
      18.59        19.0539     0.0000E+00
      18.60        19.0436     0.0000E+00
      18.61        19.0334     0.0000E+00
      18.62        19.0232     0.0000E+00
      18.63        19.0130     0.0000E+00
      18.64        19.0028     0.0000E+00
      18.65        18.9926     0.0000E+00
      18.66        18.9825     0.0000E+00
      18.67        18.9723     0.0000E+00
      18.68        18.9622     0.0000E+00
      18.69        18.9520     0.0000E+00
      18.70        18.9419     0.0000E+00
      18.71        18.9318     0.0000E+00
      18.72        18.9217     0.0000E+00
      18.73        18.9116     0.0000E+00
      18.74        18.9015     0.0000E+00
      18.75        18.8915     0.0000E+00
      18.76        18.8814     0.0000E+00
      18.77        18.8714     0.0000E+00
      18.78        18.8613     0.0000E+00
      18.79        18.8513     0.0000E+00
      18.80        18.8413     0.0000E+00
      18.81        18.8313     0.0000E+00
      18.82        18.8213     0.0000E+00
      18.83        18.8113     0.0000E+00
      18.84        18.8013     0.0000E+00
      18.85        18.7913     0.0000E+00
      18.86        18.7814     0.0000E+00
      18.87        18.7714     0.0000E+00
      18.88        18.7615     0.0000E+00
      18.89        18.7516     0.0000E+00
      18.90        18.7417     0.0000E+00
      18.91        18.7318     0.0000E+00
      18.92        18.7219     0.0000E+00
      18.93        18.7120     0.0000E+00
      18.94        18.7021     0.0000E+00
      18.95        18.6923     0.0000E+00
      18.96        18.6824     0.0000E+00
      18.97        18.6726     0.0000E+00
      18.98        18.6627     0.0000E+00
      18.99        18.6529     0.0000E+00
      19.00        18.6431     0.0000E+00
      19.01        18.6333     0.0000E+00
      19.02        18.6235     0.0000E+00
      19.03        18.6137     0.0000E+00
      19.04        18.6040     0.0000E+00
      19.05        18.5942     0.0000E+00
      19.06        18.5845     0.0000E+00
      19.07        18.5747     0.0000E+00
      19.08        18.5650     0.0000E+00
      19.09        18.5553     0.0000E+00
      19.10        18.5456     0.0000E+00
      19.11        18.5359     0.0000E+00
      19.12        18.5262     0.0000E+00
      19.13        18.5165     0.0000E+00
      19.14        18.5068     0.0000E+00
      19.15        18.4972     0.0000E+00
      19.16        18.4875     0.0000E+00
      19.17        18.4779     0.0000E+00
      19.18        18.4683     0.0000E+00
      19.19        18.4587     0.0000E+00
      19.20        18.4491     0.0000E+00
      19.21        18.4395     0.0000E+00
      19.22        18.4299     0.0000E+00
      19.23        18.4203     0.0000E+00
      19.24        18.4107     0.0000E+00
      19.25        18.4012     0.0000E+00
      19.26        18.3916     0.0000E+00
      19.27        18.3821     0.0000E+00
      19.28        18.3725     0.0000E+00
      19.29        18.3630     0.0000E+00
      19.30        18.3535     0.0000E+00
      19.31        18.3440     0.0000E+00
      19.32        18.3345     0.0000E+00
      19.33        18.3250     0.0000E+00
      19.34        18.3156     0.0000E+00
      19.35        18.3061     0.0000E+00
      19.36        18.2967     0.0000E+00
      19.37        18.2872     0.0000E+00
      19.38        18.2778     0.0000E+00
      19.39        18.2684     0.0000E+00
      19.40        18.2590     0.0000E+00
      19.41        18.2496     0.0000E+00
      19.42        18.2402     0.0000E+00
      19.43        18.2308     0.0000E+00
      19.44        18.2214     0.0000E+00
      19.45        18.2120     0.0000E+00
      19.46        18.2027     0.0000E+00
      19.47        18.1933     0.0000E+00
      19.48        18.1840     0.0000E+00
      19.49        18.1747     0.0000E+00
      19.50        18.1654     0.0000E+00
      19.51        18.1561     0.0000E+00
      19.52        18.1468     0.0000E+00
      19.53        18.1375     0.0000E+00
      19.54        18.1282     0.0000E+00
      19.55        18.1189     0.0000E+00
      19.56        18.1097     0.0000E+00
      19.57        18.1004     0.0000E+00
      19.58        18.0912     0.0000E+00
      19.59        18.0819     0.0000E+00
      19.60        18.0727     0.0000E+00
      19.61        18.0635     0.0000E+00
      19.62        18.0543     0.0000E+00
      19.63        18.0451     0.0000E+00
      19.64        18.0359     0.0000E+00
      19.65        18.0268     0.0000E+00
      19.66        18.0176     0.0000E+00
      19.67        18.0084     0.0000E+00
      19.68        17.9993     0.0000E+00
      19.69        17.9902     0.0000E+00
      19.70        17.9810     0.0000E+00
      19.71        17.9719     0.0000E+00
      19.72        17.9628     0.0000E+00
      19.73        17.9537     0.0000E+00
      19.74        17.9446     0.0000E+00
      19.75        17.9355     0.0000E+00
      19.76        17.9264     0.0000E+00
      19.77        17.9174     0.0000E+00
      19.78        17.9083     0.0000E+00
      19.79        17.8993     0.0000E+00
      19.80        17.8902     0.0000E+00
      19.81        17.8812     0.0000E+00
      19.82        17.8722     0.0000E+00
      19.83        17.8632     0.0000E+00
      19.84        17.8542     0.0000E+00
      19.85        17.8452     0.0000E+00
      19.86        17.8362     0.0000E+00
      19.87        17.8272     0.0000E+00
      19.88        17.8183     0.0000E+00
      19.89        17.8093     0.0000E+00
      19.90        17.8004     0.0000E+00
      19.91        17.7914     0.0000E+00
      19.92        17.7825     0.0000E+00
      19.93        17.7736     0.0000E+00
      19.94        17.7647     0.0000E+00
      19.95        17.7558     0.0000E+00
      19.96        17.7469     0.0000E+00
      19.97        17.7380     0.0000E+00
      19.98        17.7291     0.0000E+00
      19.99        17.7202     0.0000E+00
      20.00        17.7114     0.0000E+00
      20.01        17.7025     0.0000E+00
      20.02        17.6937     0.0000E+00
      20.03        17.6849     0.0000E+00
      20.04        17.6760     0.0000E+00
      20.05        17.6672     0.0000E+00
      20.06        17.6584     0.0000E+00
      20.07        17.6496     0.0000E+00
      20.08        17.6408     0.0000E+00
      20.09        17.6321     0.0000E+00
      20.10        17.6233     0.0000E+00
      20.11        17.6145     0.0000E+00
      20.12        17.6058     0.0000E+00
      20.13        17.5970     0.0000E+00
      20.14        17.5883     0.0000E+00
      20.15        17.5796     0.0000E+00
      20.16        17.5709     0.0000E+00
      20.17        17.5621     0.0000E+00
      20.18        17.5534     0.0000E+00
      20.19        17.5447     0.0000E+00
      20.20        17.5361     0.0000E+00
      20.21        17.5274     0.0000E+00
      20.22        17.5187     0.0000E+00
      20.23        17.5101     0.0000E+00
      20.24        17.5014     0.0000E+00
      20.25        17.4928     0.0000E+00
      20.26        17.4841     0.0000E+00
      20.27        17.4755     0.0000E+00
      20.28        17.4669     0.0000E+00
      20.29        17.4583     0.0000E+00
      20.30        17.4497     0.0000E+00
      20.31        17.4411     0.0000E+00
      20.32        17.4325     0.0000E+00
      20.33        17.4240     0.0000E+00
      20.34        17.4154     0.0000E+00
      20.35        17.4068     0.0000E+00
      20.36        17.3983     0.0000E+00
      20.37        17.3897     0.0000E+00
      20.38        17.3812     0.0000E+00
      20.39        17.3727     0.0000E+00
      20.40        17.3642     0.0000E+00
      20.41        17.3557     0.0000E+00
      20.42        17.3472     0.0000E+00
      20.43        17.3387     0.0000E+00
      20.44        17.3302     0.0000E+00
      20.45        17.3217     0.0000E+00
      20.46        17.3133     0.0000E+00
      20.47        17.3048     0.0000E+00
      20.48        17.2964     0.0000E+00
      20.49        17.2879     0.0000E+00
      20.50        17.2795     0.0000E+00
      20.51        17.2711     0.0000E+00
      20.52        17.2626     0.0000E+00
      20.53        17.2542     0.0000E+00
      20.54        17.2458     0.0000E+00
      20.55        17.2374     0.0000E+00
      20.56        17.2291     0.0000E+00
      20.57        17.2207     0.0000E+00
      20.58        17.2123     0.0000E+00
      20.59        17.2040     0.0000E+00
      20.60        17.1956     0.0000E+00
      20.61        17.1873     0.0000E+00
      20.62        17.1789     0.0000E+00
      20.63        17.1706     0.0000E+00
      20.64        17.1623     0.0000E+00
      20.65        17.1540     0.0000E+00
      20.66        17.1457     0.0000E+00
      20.67        17.1374     0.0000E+00
      20.68        17.1291     0.0000E+00
      20.69        17.1208     0.0000E+00
      20.70        17.1126     0.0000E+00
      20.71        17.1043     0.0000E+00
      20.72        17.0960     0.0000E+00
      20.73        17.0878     0.0000E+00
      20.74        17.0796     0.0000E+00
      20.75        17.0713     0.0000E+00
      20.76        17.0631     0.0000E+00
      20.77        17.0549     0.0000E+00
      20.78        17.0467     0.0000E+00
      20.79        17.0385     0.0000E+00
      20.80        17.0303     0.0000E+00
      20.81        17.0221     0.0000E+00
      20.82        17.0139     0.0000E+00
      20.83        17.0058     0.0000E+00
      20.84        16.9976     0.0000E+00
      20.85        16.9895     0.0000E+00
      20.86        16.9813     0.0000E+00
      20.87        16.9732     0.0000E+00
      20.88        16.9650     0.0000E+00
      20.89        16.9569     0.0000E+00
      20.90        16.9488     0.0000E+00
      20.91        16.9407     0.0000E+00
      20.92        16.9326     0.0000E+00
      20.93        16.9245     0.0000E+00
      20.94        16.9164     0.0000E+00
      20.95        16.9084     0.0000E+00
      20.96        16.9003     0.0000E+00
      20.97        16.8922     0.0000E+00
      20.98        16.8842     0.0000E+00
      20.99        16.8761     0.0000E+00
      21.00        16.8681     0.0000E+00
      21.01        16.8601     0.0000E+00
      21.02        16.8521     0.0000E+00
      21.03        16.8440     0.0000E+00
      21.04        16.8360     0.0000E+00
      21.05        16.8280     0.0000E+00
      21.06        16.8201     0.0000E+00
      21.07        16.8121     0.0000E+00
      21.08        16.8041     0.0000E+00
      21.09        16.7961     0.0000E+00
      21.10        16.7882     0.0000E+00
      21.11        16.7802     0.0000E+00
      21.12        16.7723     0.0000E+00
      21.13        16.7643     0.0000E+00
      21.14        16.7564     0.0000E+00
      21.15        16.7485     0.0000E+00
      21.16        16.7406     0.0000E+00
      21.17        16.7327     0.0000E+00
      21.18        16.7248     0.0000E+00
      21.19        16.7169     0.0000E+00
      21.20        16.7090     0.0000E+00
      21.21        16.7011     0.0000E+00
      21.22        16.6932     0.0000E+00
      21.23        16.6854     0.0000E+00
      21.24        16.6775     0.0000E+00
      21.25        16.6697     0.0000E+00
      21.26        16.6618     0.0000E+00
      21.27        16.6540     0.0000E+00
      21.28        16.6462     0.0000E+00
      21.29        16.6384     0.0000E+00
      21.30        16.6305     0.0000E+00
      21.31        16.6227     0.0000E+00
      21.32        16.6149     0.0000E+00
      21.33        16.6072     0.0000E+00
      21.34        16.5994     0.0000E+00
      21.35        16.5916     0.0000E+00
      21.36        16.5838     0.0000E+00
      21.37        16.5761     0.0000E+00
      21.38        16.5683     0.0000E+00
      21.39        16.5606     0.0000E+00
      21.40        16.5528     0.0000E+00
      21.41        16.5451     0.0000E+00
      21.42        16.5374     0.0000E+00
      21.43        16.5297     0.0000E+00
      21.44        16.5220     0.0000E+00
      21.45        16.5143     0.0000E+00
      21.46        16.5066     0.0000E+00
      21.47        16.4989     0.0000E+00
      21.48        16.4912     0.0000E+00
      21.49        16.4835     0.0000E+00
      21.50        16.4759     0.0000E+00
      21.51        16.4682     0.0000E+00
      21.52        16.4605     0.0000E+00
      21.53        16.4529     0.0000E+00
      21.54        16.4453     0.0000E+00
      21.55        16.4376     0.0000E+00
      21.56        16.4300     0.0000E+00
      21.57        16.4224     0.0000E+00
      21.58        16.4148     0.0000E+00
      21.59        16.4072     0.0000E+00
      21.60        16.3996     0.0000E+00
      21.61        16.3920     0.0000E+00
      21.62        16.3844     0.0000E+00
      21.63        16.3768     0.0000E+00
      21.64        16.3693     0.0000E+00
      21.65        16.3617     0.0000E+00
      21.66        16.3542     0.0000E+00
      21.67        16.3466     0.0000E+00
      21.68        16.3391     0.0000E+00
      21.69        16.3315     0.0000E+00
      21.70        16.3240     0.0000E+00
      21.71        16.3165     0.0000E+00
      21.72        16.3090     0.0000E+00
      21.73        16.3015     0.0000E+00
      21.74        16.2940     0.0000E+00
      21.75        16.2865     0.0000E+00
      21.76        16.2790     0.0000E+00
      21.77        16.2715     0.0000E+00
      21.78        16.2640     0.0000E+00
      21.79        16.2566     0.0000E+00
      21.80        16.2491     0.0000E+00
      21.81        16.2417     0.0000E+00
      21.82        16.2342     0.0000E+00
      21.83        16.2268     0.0000E+00
      21.84        16.2194     0.0000E+00
      21.85        16.2119     0.0000E+00
      21.86        16.2045     0.0000E+00
      21.87        16.1971     0.0000E+00
      21.88        16.1897     0.0000E+00
      21.89        16.1823     0.0000E+00
      21.90        16.1749     0.0000E+00
      21.91        16.1676     0.0000E+00
      21.92        16.1602     0.0000E+00
      21.93        16.1528     0.0000E+00
      21.94        16.1454     0.0000E+00
      21.95        16.1381     0.0000E+00
      21.96        16.1307     0.0000E+00
      21.97        16.1234     0.0000E+00
      21.98        16.1161     0.0000E+00
      21.99        16.1087     0.0000E+00
      22.00        16.1014     0.0000E+00
      22.01        16.0941     0.0000E+00
      22.02        16.0868     0.0000E+00
      22.03        16.0795     0.0000E+00
      22.04        16.0722     0.0000E+00
      22.05        16.0649     0.0000E+00
      22.06        16.0576     0.0000E+00
      22.07        16.0503     0.0000E+00
      22.08        16.0431     0.0000E+00
      22.09        16.0358     0.0000E+00
      22.10        16.0286     0.0000E+00
      22.11        16.0213     0.0000E+00
      22.12        16.0141     0.0000E+00
      22.13        16.0068     0.0000E+00
      22.14        15.9996     0.0000E+00
      22.15        15.9924     0.0000E+00
      22.16        15.9852     0.0000E+00
      22.17        15.9780     0.0000E+00
      22.18        15.9707     0.0000E+00
      22.19        15.9636     0.0000E+00
      22.20        15.9564     0.0000E+00
      22.21        15.9492     0.0000E+00
      22.22        15.9420     0.0000E+00
      22.23        15.9348     0.0000E+00
      22.24        15.9277     0.0000E+00
      22.25        15.9205     0.0000E+00
      22.26        15.9134     0.0000E+00
      22.27        15.9062     0.0000E+00
      22.28        15.8991     0.0000E+00
      22.29        15.8919     0.0000E+00
      22.30        15.8848     0.0000E+00
      22.31        15.8777     0.0000E+00
      22.32        15.8706     0.0000E+00
      22.33        15.8635     0.0000E+00
      22.34        15.8564     0.0000E+00
      22.35        15.8493     0.0000E+00
      22.36        15.8422     0.0000E+00
      22.37        15.8351     0.0000E+00
      22.38        15.8280     0.0000E+00
      22.39        15.8210     0.0000E+00
      22.40        15.8139     0.0000E+00
      22.41        15.8068     0.0000E+00
      22.42        15.7998     0.0000E+00
      22.43        15.7927     0.0000E+00
      22.44        15.7857     0.0000E+00
      22.45        15.7787     0.0000E+00
      22.46        15.7716     0.0000E+00
      22.47        15.7646     0.0000E+00
      22.48        15.7576     0.0000E+00
      22.49        15.7506     0.0000E+00
      22.50        15.7436     0.0000E+00
      22.51        15.7366     0.0000E+00
      22.52        15.7296     0.0000E+00
      22.53        15.7226     0.0000E+00
      22.54        15.7157     0.0000E+00
