#   8Li + 208Pb elastic scattering Elab=31 Mev
# --------- Optical Potential ---------  
#     r(fm)       V(MeV)       W(MeV)
       7.23       -90.9245     0.0000E+00
       7.24       -90.8092     0.0000E+00
       7.25       -90.6923     0.0000E+00
       7.26       -90.5738     0.0000E+00
       7.27       -90.4539     0.0000E+00
       7.28       -90.3326     0.0000E+00
       7.29       -90.2096     0.0000E+00
       7.30       -90.0850     0.0000E+00
       7.31       -89.9589     0.0000E+00
       7.32       -89.8311     0.0000E+00
       7.33       -89.7018     0.0000E+00
       7.34       -89.5709     0.0000E+00
       7.35       -89.4384     0.0000E+00
       7.36       -89.3042     0.0000E+00
       7.37       -89.1684     0.0000E+00
       7.38       -89.0309     0.0000E+00
       7.39       -88.8917     0.0000E+00
       7.40       -88.7509     0.0000E+00
       7.41       -88.6084     0.0000E+00
       7.42       -88.4642     0.0000E+00
       7.43       -88.3182     0.0000E+00
       7.44       -88.1706     0.0000E+00
       7.45       -88.0212     0.0000E+00
       7.46       -87.8700     0.0000E+00
       7.47       -87.7171     0.0000E+00
       7.48       -87.5624     0.0000E+00
       7.49       -87.4059     0.0000E+00
       7.50       -87.2476     0.0000E+00
       7.51       -87.0875     0.0000E+00
       7.52       -86.9256     0.0000E+00
       7.53       -86.7618     0.0000E+00
       7.54       -86.5961     0.0000E+00
       7.55       -86.4287     0.0000E+00
       7.56       -86.2594     0.0000E+00
       7.57       -86.0881     0.0000E+00
       7.58       -85.9150     0.0000E+00
       7.59       -85.7400     0.0000E+00
       7.60       -85.5631     0.0000E+00
       7.61       -85.3842     0.0000E+00
       7.62       -85.2035     0.0000E+00
       7.63       -85.0208     0.0000E+00
       7.64       -84.8361     0.0000E+00
       7.65       -84.6495     0.0000E+00
       7.66       -84.4608     0.0000E+00
       7.67       -84.2703     0.0000E+00
       7.68       -84.0777     0.0000E+00
       7.69       -83.8830     0.0000E+00
       7.70       -83.6864     0.0000E+00
       7.71       -83.4878     0.0000E+00
       7.72       -83.2872     0.0000E+00
       7.73       -83.0845     0.0000E+00
       7.74       -82.8798     0.0000E+00
       7.75       -82.6730     0.0000E+00
       7.76       -82.4641     0.0000E+00
       7.77       -82.2532     0.0000E+00
       7.78       -82.0401     0.0000E+00
       7.79       -81.8250     0.0000E+00
       7.80       -81.6078     0.0000E+00
       7.81       -81.3885     0.0000E+00
       7.82       -81.1671     0.0000E+00
       7.83       -80.9435     0.0000E+00
       7.84       -80.7179     0.0000E+00
       7.85       -80.4901     0.0000E+00
       7.86       -80.2601     0.0000E+00
       7.87       -80.0280     0.0000E+00
       7.88       -79.7938     0.0000E+00
       7.89       -79.5574     0.0000E+00
       7.90       -79.3188     0.0000E+00
       7.91       -79.0781     0.0000E+00
       7.92       -78.8353     0.0000E+00
       7.93       -78.5903     0.0000E+00
       7.94       -78.3430     0.0000E+00
       7.95       -78.0936     0.0000E+00
       7.96       -77.8419     0.0000E+00
       7.97       -77.5881     0.0000E+00
       7.98       -77.3321     0.0000E+00
       7.99       -77.0738     0.0000E+00
       8.00       -76.8135     0.0000E+00
       8.01       -76.5509     0.0000E+00
       8.02       -76.2860     0.0000E+00
       8.03       -76.0191     0.0000E+00
       8.04       -75.7498     0.0000E+00
       8.05       -75.4784     0.0000E+00
       8.06       -75.2047     0.0000E+00
       8.07       -74.9289     0.0000E+00
       8.08       -74.6508     0.0000E+00
       8.09       -74.3706     0.0000E+00
       8.10       -74.0882     0.0000E+00
       8.11       -73.8034     0.0000E+00
       8.12       -73.5166     0.0000E+00
       8.13       -73.2275     0.0000E+00
       8.14       -72.9361     0.0000E+00
       8.15       -72.6428     0.0000E+00
       8.16       -72.3470     0.0000E+00
       8.17       -72.0491     0.0000E+00
       8.18       -71.7491     0.0000E+00
       8.19       -71.4469     0.0000E+00
       8.20       -71.1425     0.0000E+00
       8.21       -70.8359     0.0000E+00
       8.22       -70.5272     0.0000E+00
       8.23       -70.2163     0.0000E+00
       8.24       -69.9032     0.0000E+00
       8.25       -69.5880     0.0000E+00
       8.26       -69.2706     0.0000E+00
       8.27       -68.9512     0.0000E+00
       8.28       -68.6296     0.0000E+00
       8.29       -68.3059     0.0000E+00
       8.30       -67.9800     0.0000E+00
       8.31       -67.6522     0.0000E+00
       8.32       -67.3221     0.0000E+00
       8.33       -66.9900     0.0000E+00
       8.34       -66.6559     0.0000E+00
       8.35       -66.3197     0.0000E+00
       8.36       -65.9815     0.0000E+00
       8.37       -65.6411     0.0000E+00
       8.38       -65.2989     0.0000E+00
       8.39       -64.9545     0.0000E+00
       8.40       -64.6083     0.0000E+00
       8.41       -64.2601     0.0000E+00
       8.42       -63.9098     0.0000E+00
       8.43       -63.5577     0.0000E+00
       8.44       -63.2035     0.0000E+00
       8.45       -62.8475     0.0000E+00
       8.46       -62.4896     0.0000E+00
       8.47       -62.1298     0.0000E+00
       8.48       -61.7682     0.0000E+00
       8.49       -61.4047     0.0000E+00
       8.50       -61.0393     0.0000E+00
       8.51       -60.6721     0.0000E+00
       8.52       -60.3032     0.0000E+00
       8.53       -59.9325     0.0000E+00
       8.54       -59.5600     0.0000E+00
       8.55       -59.1859     0.0000E+00
       8.56       -58.8100     0.0000E+00
       8.57       -58.4324     0.0000E+00
       8.58       -58.0532     0.0000E+00
       8.59       -57.6723     0.0000E+00
       8.60       -57.2897     0.0000E+00
       8.61       -56.9056     0.0000E+00
       8.62       -56.5199     0.0000E+00
       8.63       -56.1327     0.0000E+00
       8.64       -55.7440     0.0000E+00
       8.65       -55.3537     0.0000E+00
       8.66       -54.9619     0.0000E+00
       8.67       -54.5688     0.0000E+00
       8.68       -54.1742     0.0000E+00
       8.69       -53.7782     0.0000E+00
       8.70       -53.3808     0.0000E+00
       8.71       -52.9821     0.0000E+00
       8.72       -52.5821     0.0000E+00
       8.73       -52.1808     0.0000E+00
       8.74       -51.7782     0.0000E+00
       8.75       -51.3744     0.0000E+00
       8.76       -50.9695     0.0000E+00
       8.77       -50.5633     0.0000E+00
       8.78       -50.1560     0.0000E+00
       8.79       -49.7476     0.0000E+00
       8.80       -49.3381     0.0000E+00
       8.81       -48.9276     0.0000E+00
       8.82       -48.5161     0.0000E+00
       8.83       -48.1036     0.0000E+00
       8.84       -47.6901     0.0000E+00
       8.85       -47.2757     0.0000E+00
       8.86       -46.8605     0.0000E+00
       8.87       -46.4444     0.0000E+00
       8.88       -46.0274     0.0000E+00
       8.89       -45.6097     0.0000E+00
       8.90       -45.1912     0.0000E+00
       8.91       -44.7720     0.0000E+00
       8.92       -44.3522     0.0000E+00
       8.93       -43.9317     0.0000E+00
       8.94       -43.5105     0.0000E+00
       8.95       -43.0888     0.0000E+00
       8.96       -42.6665     0.0000E+00
       8.97       -42.2438     0.0000E+00
       8.98       -41.8205     0.0000E+00
       8.99       -41.3969     0.0000E+00
       9.00       -40.9728     0.0000E+00
       9.01       -40.5483     0.0000E+00
       9.02       -40.1235     0.0000E+00
       9.03       -39.6985     0.0000E+00
       9.04       -39.2731     0.0000E+00
       9.05       -38.8476     0.0000E+00
       9.06       -38.4218     0.0000E+00
       9.07       -37.9959     0.0000E+00
       9.08       -37.5699     0.0000E+00
       9.09       -37.1438     0.0000E+00
       9.10       -36.7177     0.0000E+00
       9.11       -36.2916     0.0000E+00
       9.12       -35.8655     0.0000E+00
       9.13       -35.4393     0.0000E+00
       9.14       -35.0131     0.0000E+00
       9.15       -34.5869     0.0000E+00
       9.16       -34.1607     0.0000E+00
       9.17       -33.7346     0.0000E+00
       9.18       -33.3086     0.0000E+00
       9.19       -32.8827     0.0000E+00
       9.20       -32.4571     0.0000E+00
       9.21       -32.0317     0.0000E+00
       9.22       -31.6065     0.0000E+00
       9.23       -31.1817     0.0000E+00
       9.24       -30.7571     0.0000E+00
       9.25       -30.3330     0.0000E+00
       9.26       -29.9092     0.0000E+00
       9.27       -29.4859     0.0000E+00
       9.28       -29.0630     0.0000E+00
       9.29       -28.6407     0.0000E+00
       9.30       -28.2189     0.0000E+00
       9.31       -27.7977     0.0000E+00
       9.32       -27.3772     0.0000E+00
       9.33       -26.9572     0.0000E+00
       9.34       -26.5380     0.0000E+00
       9.35       -26.1194     0.0000E+00
       9.36       -25.7017     0.0000E+00
       9.37       -25.2847     0.0000E+00
       9.38       -24.8685     0.0000E+00
       9.39       -24.4532     0.0000E+00
       9.40       -24.0388     0.0000E+00
       9.41       -23.6253     0.0000E+00
       9.42       -23.2127     0.0000E+00
       9.43       -22.8012     0.0000E+00
       9.44       -22.3906     0.0000E+00
       9.45       -21.9811     0.0000E+00
       9.46       -21.5727     0.0000E+00
       9.47       -21.1653     0.0000E+00
       9.48       -20.7591     0.0000E+00
       9.49       -20.3541     0.0000E+00
       9.50       -19.9503     0.0000E+00
       9.51       -19.5477     0.0000E+00
       9.52       -19.1464     0.0000E+00
       9.53       -18.7464     0.0000E+00
       9.54       -18.3476     0.0000E+00
       9.55       -17.9502     0.0000E+00
       9.56       -17.5542     0.0000E+00
       9.57       -17.1595     0.0000E+00
       9.58       -16.7663     0.0000E+00
       9.59       -16.3746     0.0000E+00
       9.60       -15.9843     0.0000E+00
       9.61       -15.5955     0.0000E+00
       9.62       -15.2082     0.0000E+00
       9.63       -14.8225     0.0000E+00
       9.64       -14.4383     0.0000E+00
       9.65       -14.0557     0.0000E+00
       9.66       -13.6748     0.0000E+00
       9.67       -13.2955     0.0000E+00
       9.68       -12.9178     0.0000E+00
       9.69       -12.5419     0.0000E+00
       9.70       -12.1676     0.0000E+00
       9.71       -11.7951     0.0000E+00
       9.72       -11.4243     0.0000E+00
       9.73       -11.0553     0.0000E+00
       9.74       -10.6880     0.0000E+00
       9.75       -10.3226     0.0000E+00
       9.76        -9.9590     0.0000E+00
       9.77        -9.5972     0.0000E+00
       9.78        -9.2373     0.0000E+00
       9.79        -8.8792     0.0000E+00
       9.80        -8.5231     0.0000E+00
       9.81        -8.1688     0.0000E+00
       9.82        -7.8165     0.0000E+00
       9.83        -7.4661     0.0000E+00
       9.84        -7.1177     0.0000E+00
       9.85        -6.7712     0.0000E+00
       9.86        -6.4267     0.0000E+00
       9.87        -6.0842     0.0000E+00
       9.88        -5.7437     0.0000E+00
       9.89        -5.4053     0.0000E+00
       9.90        -5.0688     0.0000E+00
       9.91        -4.7344     0.0000E+00
       9.92        -4.4021     0.0000E+00
       9.93        -4.0718     0.0000E+00
       9.94        -3.7436     0.0000E+00
       9.95        -3.4175     0.0000E+00
       9.96        -3.0934     0.0000E+00
       9.97        -2.7715     0.0000E+00
       9.98        -2.4517     0.0000E+00
       9.99        -2.1340     0.0000E+00
      10.00        -1.8184     0.0000E+00
      10.01        -1.5049     0.0000E+00
      10.02        -1.1936     0.0000E+00
      10.03        -0.8845     0.0000E+00
      10.04        -0.5774     0.0000E+00
      10.05        -0.2726     0.0000E+00
      10.06     3.0134E-02     0.0000E+00
      10.07         0.3307     0.0000E+00
      10.08         0.6291     0.0000E+00
      10.09         0.9252     0.0000E+00
      10.10         1.2193     0.0000E+00
      10.11         1.5111     0.0000E+00
      10.12         1.8008     0.0000E+00
      10.13         2.0883     0.0000E+00
      10.14         2.3736     0.0000E+00
      10.15         2.6567     0.0000E+00
      10.16         2.9376     0.0000E+00
      10.17         3.2163     0.0000E+00
      10.18         3.4929     0.0000E+00
      10.19         3.7673     0.0000E+00
      10.20         4.0394     0.0000E+00
      10.21         4.3094     0.0000E+00
      10.22         4.5772     0.0000E+00
      10.23         4.8428     0.0000E+00
      10.24         5.1063     0.0000E+00
      10.25         5.3675     0.0000E+00
      10.26         5.6266     0.0000E+00
      10.27         5.8835     0.0000E+00
      10.28         6.1382     0.0000E+00
      10.29         6.3908     0.0000E+00
      10.30         6.6412     0.0000E+00
      10.31         6.8894     0.0000E+00
      10.32         7.1355     0.0000E+00
      10.33         7.3794     0.0000E+00
      10.34         7.6212     0.0000E+00
      10.35         7.8609     0.0000E+00
      10.36         8.0983     0.0000E+00
      10.37         8.3337     0.0000E+00
      10.38         8.5669     0.0000E+00
      10.39         8.7980     0.0000E+00
      10.40         9.0271     0.0000E+00
      10.41         9.2540     0.0000E+00
      10.42         9.4787     0.0000E+00
      10.43         9.7014     0.0000E+00
      10.44         9.9221     0.0000E+00
      10.45        10.1406     0.0000E+00
      10.46        10.3571     0.0000E+00
      10.47        10.5714     0.0000E+00
      10.48        10.7838     0.0000E+00
      10.49        10.9941     0.0000E+00
      10.50        11.2023     0.0000E+00
      10.51        11.4085     0.0000E+00
      10.52        11.6127     0.0000E+00
      10.53        11.8149     0.0000E+00
      10.54        12.0151     0.0000E+00
      10.55        12.2133     0.0000E+00
      10.56        12.4094     0.0000E+00
      10.57        12.6036     0.0000E+00
      10.58        12.7959     0.0000E+00
      10.59        12.9862     0.0000E+00
      10.60        13.1745     0.0000E+00
      10.61        13.3609     0.0000E+00
      10.62        13.5454     0.0000E+00
      10.63        13.7280     0.0000E+00
      10.64        13.9086     0.0000E+00
      10.65        14.0873     0.0000E+00
      10.66        14.2642     0.0000E+00
      10.67        14.4392     0.0000E+00
      10.68        14.6123     0.0000E+00
      10.69        14.7836     0.0000E+00
      10.70        14.9530     0.0000E+00
      10.71        15.1206     0.0000E+00
      10.72        15.2864     0.0000E+00
      10.73        15.4503     0.0000E+00
      10.74        15.6125     0.0000E+00
      10.75        15.7729     0.0000E+00
      10.76        15.9315     0.0000E+00
      10.77        16.0883     0.0000E+00
      10.78        16.2434     0.0000E+00
      10.79        16.3968     0.0000E+00
      10.80        16.5484     0.0000E+00
      10.81        16.6983     0.0000E+00
      10.82        16.8465     0.0000E+00
      10.83        16.9930     0.0000E+00
      10.84        17.1378     0.0000E+00
      10.85        17.2810     0.0000E+00
      10.86        17.4225     0.0000E+00
      10.87        17.5623     0.0000E+00
      10.88        17.7005     0.0000E+00
      10.89        17.8371     0.0000E+00
      10.90        17.9721     0.0000E+00
      10.91        18.1055     0.0000E+00
      10.92        18.2373     0.0000E+00
      10.93        18.3675     0.0000E+00
      10.94        18.4961     0.0000E+00
      10.95        18.6233     0.0000E+00
      10.96        18.7488     0.0000E+00
      10.97        18.8729     0.0000E+00
      10.98        18.9954     0.0000E+00
      10.99        19.1164     0.0000E+00
      11.00        19.2360     0.0000E+00
      11.01        19.3540     0.0000E+00
      11.02        19.4706     0.0000E+00
      11.03        19.5858     0.0000E+00
      11.04        19.6995     0.0000E+00
      11.05        19.8117     0.0000E+00
      11.06        19.9226     0.0000E+00
      11.07        20.0321     0.0000E+00
      11.08        20.1401     0.0000E+00
      11.09        20.2468     0.0000E+00
      11.10        20.3521     0.0000E+00
      11.11        20.4560     0.0000E+00
      11.12        20.5586     0.0000E+00
      11.13        20.6599     0.0000E+00
      11.14        20.7598     0.0000E+00
      11.15        20.8585     0.0000E+00
      11.16        20.9558     0.0000E+00
      11.17        21.0518     0.0000E+00
      11.18        21.1466     0.0000E+00
      11.19        21.2401     0.0000E+00
      11.20        21.3323     0.0000E+00
      11.21        21.4233     0.0000E+00
      11.22        21.5131     0.0000E+00
      11.23        21.6017     0.0000E+00
      11.24        21.6890     0.0000E+00
      11.25        21.7751     0.0000E+00
      11.26        21.8601     0.0000E+00
      11.27        21.9439     0.0000E+00
      11.28        22.0265     0.0000E+00
      11.29        22.1080     0.0000E+00
      11.30        22.1883     0.0000E+00
      11.31        22.2675     0.0000E+00
      11.32        22.3456     0.0000E+00
      11.33        22.4225     0.0000E+00
      11.34        22.4984     0.0000E+00
      11.35        22.5732     0.0000E+00
      11.36        22.6469     0.0000E+00
      11.37        22.7196     0.0000E+00
      11.38        22.7911     0.0000E+00
      11.39        22.8617     0.0000E+00
      11.40        22.9312     0.0000E+00
      11.41        22.9997     0.0000E+00
      11.42        23.0671     0.0000E+00
      11.43        23.1336     0.0000E+00
      11.44        23.1991     0.0000E+00
      11.45        23.2635     0.0000E+00
      11.46        23.3270     0.0000E+00
      11.47        23.3896     0.0000E+00
      11.48        23.4512     0.0000E+00
      11.49        23.5118     0.0000E+00
      11.50        23.5716     0.0000E+00
      11.51        23.6303     0.0000E+00
      11.52        23.6882     0.0000E+00
      11.53        23.7452     0.0000E+00
      11.54        23.8012     0.0000E+00
      11.55        23.8564     0.0000E+00
      11.56        23.9107     0.0000E+00
      11.57        23.9642     0.0000E+00
      11.58        24.0167     0.0000E+00
      11.59        24.0684     0.0000E+00
      11.60        24.1193     0.0000E+00
      11.61        24.1694     0.0000E+00
      11.62        24.2186     0.0000E+00
      11.63        24.2670     0.0000E+00
      11.64        24.3146     0.0000E+00
      11.65        24.3615     0.0000E+00
      11.66        24.4075     0.0000E+00
      11.67        24.4527     0.0000E+00
      11.68        24.4972     0.0000E+00
      11.69        24.5409     0.0000E+00
      11.70        24.5838     0.0000E+00
      11.71        24.6260     0.0000E+00
      11.72        24.6675     0.0000E+00
      11.73        24.7083     0.0000E+00
      11.74        24.7483     0.0000E+00
      11.75        24.7876     0.0000E+00
      11.76        24.8261     0.0000E+00
      11.77        24.8641     0.0000E+00
      11.78        24.9012     0.0000E+00
      11.79        24.9378     0.0000E+00
      11.80        24.9736     0.0000E+00
      11.81        25.0088     0.0000E+00
      11.82        25.0433     0.0000E+00
      11.83        25.0772     0.0000E+00
      11.84        25.1104     0.0000E+00
      11.85        25.1430     0.0000E+00
      11.86        25.1750     0.0000E+00
      11.87        25.2063     0.0000E+00
      11.88        25.2370     0.0000E+00
      11.89        25.2671     0.0000E+00
      11.90        25.2966     0.0000E+00
      11.91        25.3255     0.0000E+00
      11.92        25.3538     0.0000E+00
      11.93        25.3816     0.0000E+00
      11.94        25.4087     0.0000E+00
      11.95        25.4353     0.0000E+00
      11.96        25.4614     0.0000E+00
      11.97        25.4868     0.0000E+00
      11.98        25.5118     0.0000E+00
      11.99        25.5362     0.0000E+00
      12.00        25.5600     0.0000E+00
      12.01        25.5833     0.0000E+00
      12.02        25.6061     0.0000E+00
      12.03        25.6284     0.0000E+00
      12.04        25.6502     0.0000E+00
      12.05        25.6714     0.0000E+00
      12.06        25.6922     0.0000E+00
      12.07        25.7125     0.0000E+00
      12.08        25.7323     0.0000E+00
      12.09        25.7516     0.0000E+00
      12.10        25.7704     0.0000E+00
      12.11        25.7888     0.0000E+00
      12.12        25.8067     0.0000E+00
      12.13        25.8241     0.0000E+00
      12.14        25.8411     0.0000E+00
      12.15        25.8576     0.0000E+00
      12.16        25.8737     0.0000E+00
      12.17        25.8894     0.0000E+00
      12.18        25.9046     0.0000E+00
      12.19        25.9194     0.0000E+00
      12.20        25.9338     0.0000E+00
      12.21        25.9477     0.0000E+00
      12.22        25.9613     0.0000E+00
      12.23        25.9744     0.0000E+00
      12.24        25.9872     0.0000E+00
      12.25        25.9995     0.0000E+00
      12.26        26.0115     0.0000E+00
      12.27        26.0230     0.0000E+00
      12.28        26.0342     0.0000E+00
      12.29        26.0450     0.0000E+00
      12.30        26.0555     0.0000E+00
      12.31        26.0655     0.0000E+00
      12.32        26.0753     0.0000E+00
      12.33        26.0846     0.0000E+00
      12.34        26.0936     0.0000E+00
      12.35        26.1023     0.0000E+00
      12.36        26.1106     0.0000E+00
      12.37        26.1185     0.0000E+00
      12.38        26.1262     0.0000E+00
      12.39        26.1334     0.0000E+00
      12.40        26.1404     0.0000E+00
      12.41        26.1471     0.0000E+00
      12.42        26.1534     0.0000E+00
      12.43        26.1594     0.0000E+00
      12.44        26.1651     0.0000E+00
      12.45        26.1705     0.0000E+00
      12.46        26.1756     0.0000E+00
      12.47        26.1804     0.0000E+00
      12.48        26.1848     0.0000E+00
      12.49        26.1890     0.0000E+00
      12.50        26.1929     0.0000E+00
      12.51        26.1966     0.0000E+00
      12.52        26.1999     0.0000E+00
      12.53        26.2030     0.0000E+00
      12.54        26.2058     0.0000E+00
      12.55        26.2083     0.0000E+00
      12.56        26.2105     0.0000E+00
      12.57        26.2125     0.0000E+00
      12.58        26.2143     0.0000E+00
      12.59        26.2157     0.0000E+00
      12.60        26.2169     0.0000E+00
      12.61        26.2179     0.0000E+00
      12.62        26.2186     0.0000E+00
      12.63        26.2191     0.0000E+00
      12.64        26.2194     0.0000E+00
      12.65        26.2194     0.0000E+00
      12.66        26.2191     0.0000E+00
      12.67        26.2187     0.0000E+00
      12.68        26.2180     0.0000E+00
      12.69        26.2171     0.0000E+00
      12.70        26.2160     0.0000E+00
      12.71        26.2146     0.0000E+00
      12.72        26.2130     0.0000E+00
      12.73        26.2113     0.0000E+00
      12.74        26.2093     0.0000E+00
      12.75        26.2071     0.0000E+00
      12.76        26.2047     0.0000E+00
      12.77        26.2021     0.0000E+00
      12.78        26.1993     0.0000E+00
      12.79        26.1963     0.0000E+00
      12.80        26.1931     0.0000E+00
      12.81        26.1897     0.0000E+00
      12.82        26.1861     0.0000E+00
      12.83        26.1824     0.0000E+00
      12.84        26.1784     0.0000E+00
      12.85        26.1743     0.0000E+00
      12.86        26.1700     0.0000E+00
      12.87        26.1655     0.0000E+00
      12.88        26.1609     0.0000E+00
      12.89        26.1561     0.0000E+00
      12.90        26.1511     0.0000E+00
      12.91        26.1459     0.0000E+00
      12.92        26.1406     0.0000E+00
      12.93        26.1351     0.0000E+00
      12.94        26.1295     0.0000E+00
      12.95        26.1237     0.0000E+00
      12.96        26.1177     0.0000E+00
      12.97        26.1117     0.0000E+00
      12.98        26.1054     0.0000E+00
      12.99        26.0990     0.0000E+00
      13.00        26.0925     0.0000E+00
      13.01        26.0858     0.0000E+00
      13.02        26.0789     0.0000E+00
      13.03        26.0719     0.0000E+00
      13.04        26.0648     0.0000E+00
      13.05        26.0576     0.0000E+00
      13.06        26.0502     0.0000E+00
      13.07        26.0427     0.0000E+00
      13.08        26.0350     0.0000E+00
      13.09        26.0273     0.0000E+00
      13.10        26.0194     0.0000E+00
      13.11        26.0113     0.0000E+00
      13.12        26.0032     0.0000E+00
      13.13        25.9949     0.0000E+00
      13.14        25.9865     0.0000E+00
      13.15        25.9780     0.0000E+00
      13.16        25.9694     0.0000E+00
      13.17        25.9607     0.0000E+00
      13.18        25.9518     0.0000E+00
      13.19        25.9429     0.0000E+00
      13.20        25.9338     0.0000E+00
      13.21        25.9246     0.0000E+00
      13.22        25.9153     0.0000E+00
      13.23        25.9059     0.0000E+00
      13.24        25.8964     0.0000E+00
      13.25        25.8869     0.0000E+00
      13.26        25.8772     0.0000E+00
      13.27        25.8674     0.0000E+00
      13.28        25.8575     0.0000E+00
      13.29        25.8475     0.0000E+00
      13.30        25.8374     0.0000E+00
      13.31        25.8273     0.0000E+00
      13.32        25.8170     0.0000E+00
      13.33        25.8067     0.0000E+00
      13.34        25.7962     0.0000E+00
      13.35        25.7857     0.0000E+00
      13.36        25.7751     0.0000E+00
      13.37        25.7644     0.0000E+00
      13.38        25.7536     0.0000E+00
      13.39        25.7427     0.0000E+00
      13.40        25.7318     0.0000E+00
      13.41        25.7208     0.0000E+00
      13.42        25.7097     0.0000E+00
      13.43        25.6985     0.0000E+00
      13.44        25.6873     0.0000E+00
      13.45        25.6760     0.0000E+00
      13.46        25.6646     0.0000E+00
      13.47        25.6531     0.0000E+00
      13.48        25.6416     0.0000E+00
      13.49        25.6300     0.0000E+00
      13.50        25.6183     0.0000E+00
      13.51        25.6066     0.0000E+00
      13.52        25.5948     0.0000E+00
      13.53        25.5829     0.0000E+00
      13.54        25.5710     0.0000E+00
      13.55        25.5590     0.0000E+00
      13.56        25.5469     0.0000E+00
      13.57        25.5348     0.0000E+00
      13.58        25.5226     0.0000E+00
      13.59        25.5104     0.0000E+00
      13.60        25.4981     0.0000E+00
      13.61        25.4857     0.0000E+00
      13.62        25.4733     0.0000E+00
      13.63        25.4609     0.0000E+00
      13.64        25.4484     0.0000E+00
      13.65        25.4358     0.0000E+00
      13.66        25.4232     0.0000E+00
      13.67        25.4105     0.0000E+00
      13.68        25.3978     0.0000E+00
      13.69        25.3850     0.0000E+00
      13.70        25.3722     0.0000E+00
      13.71        25.3593     0.0000E+00
      13.72        25.3464     0.0000E+00
      13.73        25.3335     0.0000E+00
      13.74        25.3205     0.0000E+00
      13.75        25.3074     0.0000E+00
      13.76        25.2943     0.0000E+00
      13.77        25.2812     0.0000E+00
      13.78        25.2680     0.0000E+00
      13.79        25.2548     0.0000E+00
      13.80        25.2415     0.0000E+00
      13.81        25.2282     0.0000E+00
      13.82        25.2149     0.0000E+00
      13.83        25.2016     0.0000E+00
      13.84        25.1881     0.0000E+00
      13.85        25.1747     0.0000E+00
      13.86        25.1612     0.0000E+00
      13.87        25.1477     0.0000E+00
      13.88        25.1342     0.0000E+00
      13.89        25.1206     0.0000E+00
      13.90        25.1070     0.0000E+00
      13.91        25.0933     0.0000E+00
      13.92        25.0797     0.0000E+00
      13.93        25.0659     0.0000E+00
      13.94        25.0522     0.0000E+00
      13.95        25.0384     0.0000E+00
      13.96        25.0246     0.0000E+00
      13.97        25.0108     0.0000E+00
      13.98        24.9970     0.0000E+00
      13.99        24.9831     0.0000E+00
      14.00        24.9692     0.0000E+00
      14.01        24.9552     0.0000E+00
      14.02        24.9413     0.0000E+00
      14.03        24.9273     0.0000E+00
      14.04        24.9133     0.0000E+00
      14.05        24.8993     0.0000E+00
      14.06        24.8852     0.0000E+00
      14.07        24.8711     0.0000E+00
      14.08        24.8571     0.0000E+00
      14.09        24.8429     0.0000E+00
      14.10        24.8288     0.0000E+00
      14.11        24.8146     0.0000E+00
      14.12        24.8004     0.0000E+00
      14.13        24.7863     0.0000E+00
      14.14        24.7720     0.0000E+00
      14.15        24.7578     0.0000E+00
      14.16        24.7436     0.0000E+00
      14.17        24.7293     0.0000E+00
      14.18        24.7150     0.0000E+00
      14.19        24.7007     0.0000E+00
      14.20        24.6864     0.0000E+00
      14.21        24.6720     0.0000E+00
      14.22        24.6577     0.0000E+00
      14.23        24.6433     0.0000E+00
      14.24        24.6289     0.0000E+00
      14.25        24.6145     0.0000E+00
      14.26        24.6001     0.0000E+00
      14.27        24.5857     0.0000E+00
      14.28        24.5713     0.0000E+00
      14.29        24.5568     0.0000E+00
      14.30        24.5424     0.0000E+00
      14.31        24.5279     0.0000E+00
      14.32        24.5134     0.0000E+00
      14.33        24.4989     0.0000E+00
      14.34        24.4844     0.0000E+00
      14.35        24.4699     0.0000E+00
      14.36        24.4554     0.0000E+00
      14.37        24.4408     0.0000E+00
      14.38        24.4263     0.0000E+00
      14.39        24.4118     0.0000E+00
      14.40        24.3972     0.0000E+00
      14.41        24.3827     0.0000E+00
      14.42        24.3681     0.0000E+00
      14.43        24.3535     0.0000E+00
      14.44        24.3389     0.0000E+00
      14.45        24.3243     0.0000E+00
      14.46        24.3097     0.0000E+00
      14.47        24.2951     0.0000E+00
      14.48        24.2805     0.0000E+00
      14.49        24.2659     0.0000E+00
      14.50        24.2513     0.0000E+00
      14.51        24.2367     0.0000E+00
      14.52        24.2220     0.0000E+00
      14.53        24.2074     0.0000E+00
      14.54        24.1928     0.0000E+00
      14.55        24.1781     0.0000E+00
      14.56        24.1635     0.0000E+00
      14.57        24.1489     0.0000E+00
      14.58        24.1342     0.0000E+00
      14.59        24.1196     0.0000E+00
      14.60        24.1049     0.0000E+00
      14.61        24.0903     0.0000E+00
      14.62        24.0756     0.0000E+00
      14.63        24.0610     0.0000E+00
      14.64        24.0463     0.0000E+00
      14.65        24.0316     0.0000E+00
      14.66        24.0170     0.0000E+00
      14.67        24.0023     0.0000E+00
      14.68        23.9877     0.0000E+00
      14.69        23.9730     0.0000E+00
      14.70        23.9584     0.0000E+00
      14.71        23.9437     0.0000E+00
      14.72        23.9290     0.0000E+00
      14.73        23.9144     0.0000E+00
      14.74        23.8997     0.0000E+00
      14.75        23.8851     0.0000E+00
      14.76        23.8704     0.0000E+00
      14.77        23.8558     0.0000E+00
      14.78        23.8411     0.0000E+00
      14.79        23.8265     0.0000E+00
      14.80        23.8119     0.0000E+00
