 #b(fm)                     Theta(deg)                 Theta(Rutherford)(deg)
   12.700000189244747        50.080374254755299        50.082927074216940     
   12.800000190734863        49.736846154234392        49.739131489121831     
   12.900000192224979        49.397683835766976        49.399729343126296     
   13.000000193715096        49.062812272171435        49.064642796101879     
   13.100000195205212        48.732157828712765        48.733795679620641     
   13.200000196695328        48.405648250848273        48.407113457659733     
   13.300000198185444        48.083212647099714        48.084523188179958     
   13.400000199675560        47.764781475309448        47.765953485569298     
   13.500000201165676        47.450286531292946        47.451334483940059     
   13.600000202655792        47.139660922206055        47.140597801267347     
   13.700000204145908        46.832839056091544        46.833676504357697     
   13.800000205636024        46.529756618870607        46.530505074633936     
   13.900000207126141        46.230350553983548        46.231019374723587     
   14.000000208616257        45.934559045451202        45.935156615837286     
   14.100000210106373        45.642321493104447        45.642855325922540     
   14.200000211596489        45.353578491070543        45.354055318579526     
   14.300000213086605        45.068271812564966        45.068697662724020     
   14.400000214576721        44.786344382610999        44.786724652982969     
   14.500000216066837        44.507740257845711        44.508079780808430     
   14.600000217556953        44.232404603872972        44.232707706294804     
   14.700000219047070        43.960283676592162        43.960554230685091     
   14.800000220537186        43.691324799775053        43.691566269551430     
   14.900000222027302        43.425476341535713        43.425691826635244     
   15.000000223517418        43.162687694648618        43.162879968332504     
   15.100000225007534        42.902909257611576        42.903080798809754     
   15.200000226497650        42.646092409348597        42.646245435737114     
   15.300000227987766        42.392189493206438        42.392325986623035     
   15.400000229477882        42.141153792239962        42.141275525737996     
   15.500000230967999        41.892939513909987        41.893048071612697     
   15.600000232458115        41.647501767862579        41.647598565097383     
   15.700000233948231        41.404796547169987        41.404882847968850     
   15.800000235438347        41.164780707487978        41.164857642071752     
   15.900000236928463        40.927411951372520        40.927480528981903     
   16.000000238418579        40.692648807865829        40.692709930177841     
   16.100000239908695        40.460450615797598        40.460505087708981     
   16.200000241398811        40.230777505505031        40.230826045347385     
   16.300000242888927        40.003590380464210        40.003633630211908     
   16.400000244379044        39.778850901876609        39.778889434851919     
   16.500000245869160        39.556521472700567        39.556555799780000     
   16.600000247359276        39.336565219857370        39.336595796441173     
   16.700000248849392        39.118945976518667        39.118973210608942     
   16.800000250339508        38.903628271451709        38.903652526195884     
   16.900000251829624        38.690577309981109        38.690598909469259     
   17.000000253319740        38.479758960267226        38.479778193660394     
   17.100000254809856        38.271139739660470        38.271156863958709     
   17.200000256299973        38.064686797205781        38.064702042879162     
